participant,painting_index.x,painting,distance_repetition,distance_trial,distance_index,distance_value,distance_responsetime,painting_index.y,liking_repetition,liking_trial,liking_index,liking_value,liking_responsetime,painting_index,abstraction_repetition,abstraction_trial,abstraction_index,abstraction_value,abstraction_responsetime,painting_index_comparison.x,comparison_position_1,comparison_position_2,comparison_painting,comparison_repetition,comparison_trial,comparison_index,comparison_value,comparison_responsetime,painting_index_comparison.y,painter,painting_category,session,date,framerate,experiment,experience_rating,experience_responsetime,viewing_value,viewing_responsetime,distance_value_numeric,painting_category_num,Painting,set,Painter_set,art_exp
b_25,14,Paintings/Closea3.jpeg,0,1,1,in a year,26.219014883,14,0,6,6,1,4.149,14,0,8,8,7,2.704,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,0,0,6,7.864,13,Close,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,3,Closea3.,A,CloseA,novice 0
b_25,5,Paintings/Clifa3.jpeg,0,2,2,tomorrow,8.54070901871,5,0,10,10,5,5.122,5,0,19,19,7,2.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,3,Clifa3.,A,StillA,novice 0
b_25,18,Paintings/Rothkob1.jpeg,0,3,3,tomorrow,12.042140007,18,0,13,13,3,3.912,18,0,6,6,4,2.44,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,6,6,7,6.152,8,Rothko,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,1,Rothkob1.,B,RothkoB,novice 0
b_25,13,Paintings/Closea2.jpeg,0,4,4,tomorrow,14.4498758316,13,0,8,8,3,5.808,13,0,11,11,6,2.441,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,5,5,5,6.289,12,Close,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,Closea2.,A,CloseA,novice 0
b_25,1,Paintings/Clifb2.jpeg,0,5,5,tomorrow,9.20231604576,1,0,4,4,5,2.809,1,0,16,16,5,2.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,Clifb2.,B,StillB,novice 0
b_25,8,Paintings/MonA3.jpeg,0,6,6,in a year,13.4510471821,8,0,9,9,6,4.01,8,0,15,15,4,2.736,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,12,12,4,6.586,2,Mondrian,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,3,MonA3.,A,MondrianA,novice 0
b_25,7,Paintings/MonA2.jpeg,0,7,7,tomorrow,4.6997988224,7,0,11,11,3,2.61,7,0,7,7,4,3.515,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,3,3,5,9.615,1,Mondrian,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,MonA2.,A,MondrianA,novice 0
b_25,19,Paintings/Rothkob2.jpeg,0,8,8,tomorrow,2.39081907272,19,0,14,14,7,3.434,19,0,4,4,5,4.884,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,9,9,3,4.84,9,Rothko,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,Rothkob2.,B,RothkoB,novice 0
b_25,3,Paintings/Clifa1.jpeg,0,9,9,tomorrow,9.66517591476,3,0,16,16,3,1.535,3,0,20,20,1,2.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,1,Clifa1.,A,StillA,novice 0
b_25,0,Paintings/Clifb1.jpeg,0,10,10,tomorrow,3.30227088928,0,0,0,0,5,14.892,0,0,14,14,2,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,1,Clifb1.,B,StillB,novice 0
b_25,16,Paintings/Rothkoa2.jpeg,0,11,11,in a year,4.66274619102,16,0,19,19,7,2.411,16,0,10,10,5,7.255,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,8,8,5,9.72,6,Rothko,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,2,Rothkoa2.,A,RothkoA,novice 0
b_25,9,Paintings/Monb1.jpeg,0,12,12,in a year,2.39320802689,9,0,12,12,3,2.045,9,0,17,17,1,2.338,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,10,10,3,7.984,3,Mondrian,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,1,Monb1.,B,MondrianB,novice 0
b_25,15,Paintings/Rothkoa1.jpeg,0,13,13,tomorrow,3.93383002281,15,0,7,7,2,2.266,15,0,1,1,2,4.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,1,Rothkoa1.,A,RothkoA,novice 0
b_25,2,Paintings/Clifb3.jpeg,0,14,14,in a year,7.10704398155,2,0,3,3,2,2.612,2,0,13,13,7,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,3,Clifb3.,B,StillB,novice 0
b_25,10,Paintings/Monb2.jpeg,0,15,15,tomorrow,1.26250481606,10,0,2,2,3,4.708,10,0,9,9,5,2.613,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,4,4,4,8.385,4,Mondrian,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,Monb2.,B,MondrianB,novice 0
b_25,17,Paintings/Rothkoa3.jpeg,0,16,16,tomorrow,23.047399044,17,0,17,17,4,3.213,17,0,5,5,6,3.639,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,2,2,6,4.313,7,Rothko,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,3,Rothkoa3.,A,RothkoA,novice 0
b_25,4,Paintings/Clifa2.jpeg,0,17,17,tomorrow,1.92965483665,4,0,20,20,6,5.883,4,0,3,3,5,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,2,Clifa2.,A,StillA,novice 0
b_25,11,Paintings/Monb3.jpeg,0,18,18,tomorrow,5.1070830822,11,0,15,15,3,3.611,11,0,18,18,6,6.888,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,11,11,5,2.407,5,Mondrian,abstract,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,3,Monb3.,B,MondrianB,novice 0
b_25,6,Paintings/MonA1.jpeg,0,19,19,tomorrow,4.29238986969,6,0,18,18,5,3.17,6,0,2,2,2,5.476,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,7,7,5,4.815,0,Mondrian,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,0,1,MonA1.,A,MondrianA,novice 0
b_25,12,Paintings/Closea1.jpeg,0,20,20,in a year,0.932445049286,12,0,5,5,2,4.615,12,0,0,0,1,4.955,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,13,13,6,11.959,11,Close,concrete,1,2016-11-30T14:47:00Z,59.9372947575,tryagainsim,novice,8.1425139904,0,4.55436587334,1,1,Closea1.,A,CloseA,novice 0
b_27,4,Paintings/Clifa2.jpeg,0,0,0,tomorrow,42.646946907,4,0,7,7,4,7.62,4,0,12,12,6,3.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,2,Clifa2.,A,StillA,enthusiast 1-4
b_27,1,Paintings/Clifb2.jpeg,0,1,1,in a year,13.809087038,1,0,14,14,4,5.209,1,0,6,6,6,4.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_27,8,Paintings/MonA3.jpeg,0,2,2,in a year,11.9013969898,8,0,1,1,2,6.373,8,0,1,1,4,7.789,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,6,6,7,5.144,2,Mondrian,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,3,MonA3.,A,MondrianA,enthusiast 1-4
b_27,12,Paintings/Closea1.jpeg,0,3,3,tomorrow,11.112842083,12,0,10,10,3,3.545,12,0,17,17,1,1.736,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,5,5,5,8.147,11,Close,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,1,Closea1.,A,CloseA,enthusiast 1-4
b_27,16,Paintings/Rothkoa2.jpeg,0,4,4,tomorrow,6.16387200356,16,0,4,4,5,4.448,16,0,5,5,5,2.942,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,4,4,5,3.073,6,Rothko,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_27,14,Paintings/Closea3.jpeg,0,5,5,tomorrow,3.10613107681,14,0,11,11,2,5.882,14,0,14,14,7,1.808,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,10,10,4,1.486,13,Close,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,3,Closea3.,A,CloseA,enthusiast 1-4
b_27,11,Paintings/Monb3.jpeg,0,6,6,tomorrow,1.72754311562,11,0,13,13,3,3.37,11,0,19,19,7,3.418,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,2,2,6,3.182,5,Mondrian,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_27,5,Paintings/Clifa3.jpeg,0,7,7,in a year,4.13611102104,5,0,9,9,3,6.381,5,0,20,20,5,3.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,3,Clifa3.,A,StillA,enthusiast 1-4
b_27,15,Paintings/Rothkoa1.jpeg,0,8,8,tomorrow,1.69528603554,15,0,5,5,3,9.249,15,0,0,0,2,8.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_27,18,Paintings/Rothkob1.jpeg,0,9,9,in a year,17.3797140121,18,0,19,19,1,2.447,18,0,18,18,1,3.406,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,13,13,5,3.213,8,Rothko,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_27,13,Paintings/Closea2.jpeg,0,10,10,in a year,10.0716159344,13,0,3,3,4,7.812,13,0,16,16,6,5.248,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,1,1,4,7.744,12,Close,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_27,9,Paintings/Monb1.jpeg,0,11,11,in a year,4.27116298676,9,0,12,12,4,5.747,9,0,4,4,1,2.711,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,11,11,5,3.972,3,Mondrian,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,1,Monb1.,B,MondrianB,enthusiast 1-4
b_27,3,Paintings/Clifa1.jpeg,0,12,12,tomorrow,2.23476696014,3,0,17,17,4,2.647,3,0,9,9,2,4.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_27,20,Paintings/Rothkob3.jpeg,0,13,13,in a year,2.49004912376,20,0,2,2,1,2.474,20,0,13,13,5,5.473,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,3,3,5,3.607,10,Rothko,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_27,2,Paintings/Clifb3.jpeg,0,14,14,tomorrow,3.00039815903,2,0,15,15,2,2.12,2,0,15,15,7,2.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,3,Clifb3.,B,StillB,enthusiast 1-4
b_27,7,Paintings/MonA2.jpeg,0,15,15,tomorrow,7.16690921783,7,0,16,16,4,2.676,7,0,7,7,6,1.974,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,7,7,3,6.844,1,Mondrian,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,2,MonA2.,A,MondrianA,enthusiast 1-4
b_27,0,Paintings/Clifb1.jpeg,0,16,16,tomorrow,1.39146709442,0,0,18,18,2,3.511,0,0,3,3,1,5.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_27,17,Paintings/Rothkoa3.jpeg,0,17,17,in a year,2.50600409508,17,0,6,6,1,2.241,17,0,8,8,4,7.351,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,8,8,4,3.146,7,Rothko,abstract,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_27,6,Paintings/MonA1.jpeg,0,18,18,tomorrow,2.90364408493,6,0,8,8,5,7.077,6,0,10,10,1,3.28,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,9,9,4,2.404,0,Mondrian,concrete,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_27,10,Paintings/Monb2.jpeg,0,19,19,tomorrow,2.50584101677,10,0,0,0,4,10.43,10,0,2,2,6,3.145,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,0,0,3,11.92,4,Mondrian,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,2,Monb2.,B,MondrianB,enthusiast 1-4
b_27,19,Paintings/Rothkob2.jpeg,0,20,20,tomorrow,3.09836912155,19,0,20,20,4,4.168,19,0,11,11,5,5.905,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,12,12,2,2.177,9,Rothko,indeterminate,1,2016-12-01T15:50:00Z,59.9294158663,tryagainsim,enthusiast,13.413462162,1-4,5.99075198174,0,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_28,3,Paintings/Clifa1.jpeg,0,0,0,tomorrow,17.2185919285,3,0,20,20,5,3.64,3,0,13,13,1,6.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_28,18,Paintings/Rothkob1.jpeg,0,1,1,tomorrow,15.510602951,18,0,11,11,6,13.822,18,0,15,15,2,2.748,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,1,1,5,8.983,8,Rothko,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_28,11,Paintings/Monb3.jpeg,0,2,2,tomorrow,7.19931006432,11,0,13,13,3,3.851,11,0,20,20,5,31.202,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,12,12,5,4.648,5,Mondrian,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_28,14,Paintings/Closea3.jpeg,0,3,3,in a year,5.42929697037,14,0,3,3,2,10.354,14,0,8,8,7,2.737,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,5,5,6,8.319,13,Close,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,3,Closea3.,A,CloseA,enthusiast 1-4
b_28,0,Paintings/Clifb1.jpeg,0,4,4,in a year,3.09447789192,0,0,10,10,3,2.516,0,0,3,3,1,5.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,1,Clifb1.,B,StillB,enthusiast 1-4
b_28,16,Paintings/Rothkoa2.jpeg,0,5,5,in a year,6.20604491234,16,0,5,5,2,4.579,16,0,5,5,6,8.384,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,6,6,7,6.575,6,Rothko,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_28,17,Paintings/Rothkoa3.jpeg,0,6,6,in a year,2.695333004,17,0,0,0,3,16.198,17,0,12,12,5,5.077,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,10,10,4,17.96,7,Rothko,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_28,5,Paintings/Clifa3.jpeg,0,7,7,tomorrow,5.67039895058,5,0,14,14,4,5.615,5,0,1,1,5,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,3,Clifa3.,A,StillA,enthusiast 1-4
b_28,8,Paintings/MonA3.jpeg,0,8,8,tomorrow,5.92724990845,8,0,16,16,6,3.117,8,0,9,9,6,19.83,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,11,11,6,7.617,2,Mondrian,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,3,MonA3.,A,MondrianA,enthusiast 1-4
b_28,20,Paintings/Rothkob3.jpeg,0,9,9,in a year,5.90694212914,20,0,6,6,4,12.778,20,0,6,6,6,9.992,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,13,13,6,8.752,10,Rothko,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_28,6,Paintings/MonA1.jpeg,0,10,10,tomorrow,7.00032496452,6,0,4,4,5,3.175,6,0,16,16,2,4.105,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,0,0,2,8.58,0,Mondrian,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_28,2,Paintings/Clifb3.jpeg,0,11,11,tomorrow,11.6086940765,2,0,15,15,6,4.552,2,0,11,11,7,7.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,3,Clifb3.,B,StillB,enthusiast 1-4
b_28,9,Paintings/Monb1.jpeg,0,12,12,in a year,5.96090197563,9,0,12,12,2,3.912,9,0,14,14,2,3.511,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,8,8,4,6.042,3,Mondrian,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,1,Monb1.,B,MondrianB,enthusiast 1-4
b_28,19,Paintings/Rothkob2.jpeg,0,13,13,in a year,5.50598907471,19,0,19,19,2,5.002,19,0,7,7,4,8.652,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,3,3,3,39.999,9,Rothko,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_28,15,Paintings/Rothkoa1.jpeg,0,14,14,tomorrow,6.53799986839,15,0,9,9,4,2.98,15,0,0,0,1,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_28,13,Paintings/Closea2.jpeg,0,15,15,in a year,12.1997509003,13,0,1,1,2,7.083,13,0,18,18,6,3.508,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,9,9,5,7.422,12,Close,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_28,12,Paintings/Closea1.jpeg,0,16,16,tomorrow,16.1824851036,12,0,17,17,6,10.522,12,0,10,10,1,3.046,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,2,2,6,7.379,11,Close,concrete,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,1,Closea1.,A,CloseA,enthusiast 1-4
b_28,7,Paintings/MonA2.jpeg,0,17,17,tomorrow,28.7283489704,7,0,18,18,4,3.548,7,0,2,2,4,6.013,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,7,7,5,14.021,1,Mondrian,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,2,MonA2.,A,MondrianA,enthusiast 1-4
b_28,4,Paintings/Clifa2.jpeg,0,18,18,tomorrow,11.8445868492,4,0,7,7,3,2.675,4,0,17,17,4,2.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,2,Clifa2.,A,StillA,enthusiast 1-4
b_28,1,Paintings/Clifb2.jpeg,0,19,19,in a year,7.09616994858,1,0,8,8,4,15.191,1,0,4,4,4,2.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,1,2,Clifb2.,B,StillB,enthusiast 1-4
b_28,10,Paintings/Monb2.jpeg,0,20,20,tomorrow,6.40836501122,10,0,2,2,2,8.281,10,0,19,19,6,2.009,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,4,4,4,20.195,4,Mondrian,indeterminate,1,2016-12-01T19:02:00Z,59.9743190105,tryagainsim,enthusiast,8.54309797287,1-4,7.82439899445,0,2,Monb2.,B,MondrianB,enthusiast 1-4
b_29,13,Paintings/Closea2.jpeg,0,0,0,tomorrow,31.4035630226,13,0,2,2,4,2.384,13,0,8,8,6,4.75,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,6,6,2,2.136,12,Close,indeterminate,1,2016-12-01T19:25:00Z,59.930186536,tryagainsim,art historian,13.1810619831,1-4,5.07178688049,0,2,Closea2.,A,CloseA,art historian 1-4
b_29,19,Paintings/Rothkob2.jpeg,0,1,1,tomorrow,8.57192611694,19,0,20,20,4,1.976,19,0,11,11,5,4.247,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,5,5,4,3.411,9,Rothko,indeterminate,1,2016-12-01T19:25:00Z,59.930186536,tryagainsim,art historian,13.1810619831,1-4,5.07178688049,0,2,Rothkob2.,B,RothkoB,art historian 1-4
b_29,12,Paintings/Closea1.jpeg,0,2,2,tomorrow,24.9583570957,12,0,16,16,6,1.809,12,0,7,7,1,1.708,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,8,8,7,2.808,11,Close,concrete,1,2016-12-01T19:25:00Z,59.930186536,tryagainsim,art historian,13.1810619831,1-4,5.07178688049,0,1,Closea1.,A,CloseA,art historian 1-4
b_29,7,Paintings/MonA2.jpeg,0,3,3,tomorrow,4.03753304482,7,0,7,7,3,1.243,7,0,4,4,4,2.275,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,9,9,6,2.505,1,Mondrian,indeterminate,1,2016-12-01T19:25:00Z,59.930186536,tryagainsim,art historian,13.1810619831,1-4,5.07178688049,0,2,MonA2.,A,MondrianA,art historian 1-4
b_29,15,Paintings/Rothkoa1.jpeg,0,4,4,in a year,2.7976398468,15,0,14,14,2,1.399,15,0,19,19,1,1.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-12-01T19:25:00Z,59.930186536,tryagainsim,art historian,13.1810619831,1-4,5.07178688049,1,1,Rothkoa1.,A,RothkoA,art historian 1-4
