participant,painting_index.x,painting,distance_repetition,distance_trial,distance_index,distance_value,distance_responsetime,painting_index.y,liking_repetition,liking_trial,liking_index,liking_value,liking_responsetime,painting_index,abstraction_repetition,abstraction_trial,abstraction_index,abstraction_value,abstraction_responsetime,painting_index_comparison.x,comparison_position_1,comparison_position_2,comparison_painting,comparison_repetition,comparison_trial,comparison_index,comparison_value,comparison_responsetime,painting_index_comparison.y,painter,painting_category,session,date,framerate,experiment,experience_rating,experience_responsetime,viewing_value,viewing_responsetime,distance_value_numeric,painting_category_num,Painting,set,Painter_set,art_exp
b_1,1,Paintings/Clifb2.jpeg,0,0,0,tomorrow,9.60865497589,1,0,0,0,5,16.697,1,0,11,11,3,5.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,2,Clifb2.,B,StillB,novice 1-4
b_1,17,Paintings/Rothkoa3.jpeg,0,1,1,in a year,6.99412894249,17,0,13,13,3,3.779,17,0,17,17,7,5.679,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,12,12,4,5.148,7,Rothko,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,3,Rothkoa3.,A,RothkoA,novice 1-4
b_1,12,Paintings/Closea1.jpeg,0,2,2,tomorrow,6.94038701057,12,0,16,16,6,5.183,12,0,9,9,1,3.408,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,13,13,3,5.916,11,Close,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,1,Closea1.,A,CloseA,novice 1-4
b_1,0,Paintings/Clifb1.jpeg,0,3,3,tomorrow,5.20406007767,0,0,19,19,3,4.412,0,0,10,10,1,1.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,1,Clifb1.,B,StillB,novice 1-4
b_1,10,Paintings/Monb2.jpeg,0,4,4,tomorrow,5.1405980587,10,0,5,5,5,3.212,10,0,0,0,5,10.983,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,4,4,4,10.885,4,Mondrian,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,2,Monb2.,B,MondrianB,novice 1-4
b_1,15,Paintings/Rothkoa1.jpeg,0,5,5,in a year,3.03069710732,15,0,10,10,3,3.201,15,0,12,12,1,2.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,1,Rothkoa1.,A,RothkoA,novice 1-4
b_1,16,Paintings/Rothkoa2.jpeg,0,6,6,in a year,7.16129302979,16,0,2,2,4,5.185,16,0,15,15,6,5.977,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,11,11,5,3.077,6,Rothko,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,2,Rothkoa2.,A,RothkoA,novice 1-4
b_1,6,Paintings/MonA1.jpeg,0,7,7,tomorrow,5.43735980988,6,0,14,14,6,1.87,6,0,18,18,1,4.575,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,1,1,2,11.255,0,Mondrian,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,1,MonA1.,A,MondrianA,novice 1-4
b_1,18,Paintings/Rothkob1.jpeg,0,8,8,in a year,4.63861107826,18,0,12,12,4,1.947,18,0,16,16,2,6.044,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,9,9,5,5.016,8,Rothko,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,1,Rothkob1.,B,RothkoB,novice 1-4
b_1,7,Paintings/MonA2.jpeg,0,9,9,in a year,3.20303702354,7,0,6,6,6,1.91,7,0,2,2,4,6.052,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,0,0,5,15.116,1,Mondrian,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,2,MonA2.,A,MondrianA,novice 1-4
b_1,13,Paintings/Closea2.jpeg,0,10,10,tomorrow,4.97675991058,13,0,20,20,5,2.583,13,0,13,13,7,6.64,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,3,3,3,3.806,12,Close,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,2,Closea2.,A,CloseA,novice 1-4
b_1,14,Paintings/Closea3.jpeg,0,11,11,in a year,6.90513706207,14,0,8,8,4,2.182,14,0,1,1,7,7.599,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,2,2,4,7.853,13,Close,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,3,Closea3.,A,CloseA,novice 1-4
b_1,9,Paintings/Monb1.jpeg,0,12,12,in a year,3.70317602158,9,0,7,7,4,2.734,9,0,3,3,1,4.348,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,5,5,2,4.042,3,Mondrian,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,1,Monb1.,B,MondrianB,novice 1-4
b_1,4,Paintings/Clifa2.jpeg,0,13,13,tomorrow,3.19406914711,4,0,4,4,5,3.537,4,0,20,20,5,9.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,2,Clifa2.,A,StillA,novice 1-4
b_1,19,Paintings/Rothkob2.jpeg,0,14,14,in a year,3.36292290688,19,0,3,3,3,4.28,19,0,6,6,4,6.951,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,7,7,3,3.044,9,Rothko,indeterminate,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,2,Rothkob2.,B,RothkoB,novice 1-4
b_1,20,Paintings/Rothkob3.jpeg,0,15,15,tomorrow,3.76609802246,20,0,1,1,4,12.414,20,0,14,14,7,2.001,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,10,10,4,4.146,10,Rothko,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,3,Rothkob3.,B,RothkoB,novice 1-4
b_1,3,Paintings/Clifa1.jpeg,0,16,16,in a year,1.896089077,3,0,9,9,5,2.001,3,0,19,19,1,2.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,1,1,Clifa1.,A,StillA,novice 1-4
b_1,11,Paintings/Monb3.jpeg,0,17,17,tomorrow,2.12918281555,11,0,18,18,4,2.244,11,0,4,4,7,4.647,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,8,8,4,7.081,5,Mondrian,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,3,Monb3.,B,MondrianB,novice 1-4
b_1,8,Paintings/MonA3.jpeg,0,18,18,tomorrow,0.759207963943,8,0,17,17,6,1.581,8,0,7,7,7,4.908,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,6,6,6,5.549,2,Mondrian,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,3,MonA3.,A,MondrianA,novice 1-4
b_1,5,Paintings/Clifa3.jpeg,0,19,19,tomorrow,2.2557618618,5,0,15,15,4,5.453,5,0,8,8,7,1.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,3,Clifa3.,A,StillA,novice 1-4
b_1,2,Paintings/Clifb3.jpeg,0,20,20,tomorrow,1.83274102211,2,0,11,11,5,4.319,2,0,5,5,7,2.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T14:57:00Z,59.9153760224,tryagainsim,novice,10.3272669315,1-4,10.5439050198,0,3,Clifb3.,B,StillB,novice 1-4
b_2,15,Paintings/Rothkoa1.jpeg,0,0,0,tomorrow,6.96206903458,15,0,13,13,4,3.711,15,0,0,0,1,7.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,Rothkoa1.,A,RothkoA,enthusiast 1-4
b_2,18,Paintings/Rothkob1.jpeg,0,1,1,tomorrow,3.46905708313,18,0,0,0,4,6.711,18,0,4,4,2,8.407,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,11,11,6,4.2,8,Rothko,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,Rothkob1.,B,RothkoB,enthusiast 1-4
b_2,6,Paintings/MonA1.jpeg,0,2,2,tomorrow,3.16752409935,6,0,1,1,5,3.21,6,0,16,16,1,2.003,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,6,6,7,3.003,0,Mondrian,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,MonA1.,A,MondrianA,enthusiast 1-4
b_2,10,Paintings/Monb2.jpeg,0,3,3,tomorrow,2.08954000473,10,0,9,9,6,2.135,10,0,6,6,5,3.483,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,3,3,6,3.216,4,Mondrian,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,Monb2.,B,MondrianB,enthusiast 1-4
b_2,1,Paintings/Clifb2.jpeg,0,4,4,tomorrow,2.06177210808,1,0,12,12,4,6.144,1,0,11,11,5,6.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,Clifb2.,B,StillB,enthusiast 1-4
b_2,9,Paintings/Monb1.jpeg,0,5,5,tomorrow,3.46524691582,9,0,7,7,4,5.241,9,0,10,10,1,1.999,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,8,8,3,5.348,3,Mondrian,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,Monb1.,B,MondrianB,enthusiast 1-4
b_2,5,Paintings/Clifa3.jpeg,0,6,6,in a year,1.83277392387,5,0,3,3,2,7.048,5,0,8,8,7,2.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,3,Clifa3.,A,StillA,enthusiast 1-4
b_2,12,Paintings/Closea1.jpeg,0,7,7,in a year,2.23301291466,12,0,17,17,4,2.914,12,0,3,3,1,2.136,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,1,1,6,4.476,11,Close,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,1,Closea1.,A,CloseA,enthusiast 1-4
b_2,7,Paintings/MonA2.jpeg,0,8,8,tomorrow,1.03153991699,7,0,19,19,6,3.078,7,0,20,20,5,1.978,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,0,0,4,11.319,1,Mondrian,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,MonA2.,A,MondrianA,enthusiast 1-4
b_2,19,Paintings/Rothkob2.jpeg,0,9,9,tomorrow,1.03219509125,19,0,14,14,4,3.447,19,0,19,19,6,11.644,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,7,7,5,3.103,9,Rothko,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,Rothkob2.,B,RothkoB,enthusiast 1-4
b_2,8,Paintings/MonA3.jpeg,0,10,10,in a year,2.05547308922,8,0,20,20,7,1.846,8,0,18,18,5,3.609,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,13,13,7,3.004,2,Mondrian,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,3,MonA3.,A,MondrianA,enthusiast 1-4
b_2,4,Paintings/Clifa2.jpeg,0,11,11,tomorrow,1.42393994331,4,0,18,18,4,2.841,4,0,2,2,6,2.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,Clifa2.,A,StillA,enthusiast 1-4
b_2,11,Paintings/Monb3.jpeg,0,12,12,tomorrow,0.935156106949,11,0,11,11,7,1.978,11,0,1,1,6,6.475,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,12,12,6,2.433,5,Mondrian,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,3,Monb3.,B,MondrianB,enthusiast 1-4
b_2,20,Paintings/Rothkob3.jpeg,0,13,13,in a year,1.30063796043,20,0,2,2,7,2.804,20,0,13,13,7,1.639,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,5,5,7,3.946,10,Rothko,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,3,Rothkob3.,B,RothkoB,enthusiast 1-4
b_2,13,Paintings/Closea2.jpeg,0,14,14,in a year,0.900333166122,13,0,8,8,5,2.308,13,0,12,12,7,1.904,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,2,2,6,3.34,12,Close,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,2,Closea2.,A,CloseA,enthusiast 1-4
b_2,3,Paintings/Clifa1.jpeg,0,15,15,tomorrow,2.48935103416,3,0,4,4,2,6.587,3,0,17,17,1,2.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,Clifa1.,A,StillA,enthusiast 1-4
b_2,0,Paintings/Clifb1.jpeg,0,16,16,tomorrow,3.70375299454,0,0,15,15,5,3.006,0,0,15,15,1,2.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,1,Clifb1.,B,StillB,enthusiast 1-4
b_2,14,Paintings/Closea3.jpeg,0,17,17,tomorrow,1.45820307732,14,0,10,10,5,2.01,14,0,9,9,7,2.374,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,4,4,3,10.49,13,Close,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,3,Closea3.,A,CloseA,enthusiast 1-4
b_2,2,Paintings/Clifb3.jpeg,0,18,18,in a year,1.29472088814,2,0,6,6,5,2.649,2,0,5,5,7,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,3,Clifb3.,B,StillB,enthusiast 1-4
b_2,17,Paintings/Rothkoa3.jpeg,0,19,19,in a year,5.17527604103,17,0,16,16,4,2.073,17,0,7,7,7,2.038,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,9,9,6,3.275,7,Rothko,abstract,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,1,3,Rothkoa3.,A,RothkoA,enthusiast 1-4
b_2,16,Paintings/Rothkoa2.jpeg,0,20,20,tomorrow,1.28823900223,16,0,5,5,6,5.719,16,0,14,14,5,5.807,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,10,10,7,2.649,6,Rothko,indeterminate,1,2016-07-14T16:44:00Z,59.9387508664,tryagainsim,enthusiast,7.0237929821,1-4,6.79004693031,0,2,Rothkoa2.,A,RothkoA,enthusiast 1-4
b_3,13,Paintings/Closea2.jpeg,0,0,0,tomorrow,7.26521587372,13,0,6,6,5,2.541,13,0,11,11,6,5.377,12,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,1,1,5,7.627,12,Close,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,2,Closea2.,A,CloseA,novice 0
b_3,12,Paintings/Closea1.jpeg,0,1,1,in a year,3.40045404434,12,0,1,1,6,4.018,12,0,10,10,1,7.176,11,"[0.4, 0]","[-0.4, 0]",Paintings/Closea1new.jpeg,0,0,0,7,5.48,11,Close,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,1,Closea1.,A,CloseA,novice 0
b_3,18,Paintings/Rothkob1.jpeg,0,2,2,tomorrow,2.45939803123,18,0,9,9,4,2.502,18,0,14,14,5,3.384,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,8,8,4,5.963,8,Rothko,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,1,Rothkob1.,B,RothkoB,novice 0
b_3,10,Paintings/Monb2.jpeg,0,3,3,tomorrow,2.80048084259,10,0,4,4,1,2.703,10,0,4,4,7,2.369,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,6,6,6,4.316,4,Mondrian,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,2,Monb2.,B,MondrianB,novice 0
b_3,4,Paintings/Clifa2.jpeg,0,4,4,in a year,1.95555996895,4,0,11,11,5,2.639,4,0,18,18,5,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,2,Clifa2.,A,StillA,novice 0
b_3,15,Paintings/Rothkoa1.jpeg,0,5,5,tomorrow,3.49724912643,15,0,0,0,5,9.377,15,0,15,15,2,3.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rothko,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,1,Rothkoa1.,A,RothkoA,novice 0
b_3,17,Paintings/Rothkoa3.jpeg,0,6,6,tomorrow,1.72194814682,17,0,13,13,6,2.503,17,0,20,20,6,2.506,7,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa3new.jpeg,0,11,11,3,2.671,7,Rothko,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,3,Rothkoa3.,A,RothkoA,novice 0
b_3,9,Paintings/Monb1.jpeg,0,7,7,in a year,2.02794098854,9,0,18,18,6,2.904,9,0,12,12,2,2.569,3,"[0.4, 0]","[-0.4, 0]",Paintings/Monb1new.jpeg,0,3,3,3,7.113,3,Mondrian,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,1,Monb1.,B,MondrianB,novice 0
b_3,7,Paintings/MonA2.jpeg,0,8,8,in a year,1.60077190399,7,0,7,7,2,3.149,7,0,6,6,4,4.685,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,9,9,4,5.876,1,Mondrian,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,2,MonA2.,A,MondrianA,novice 0
b_3,11,Paintings/Monb3.jpeg,0,9,9,in a year,1.88990712166,11,0,19,19,2,2.575,11,0,13,13,7,3.609,5,"[0.4, 0]","[-0.4, 0]",Paintings/Monb3new.jpeg,0,7,7,7,4.709,5,Mondrian,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,3,Monb3.,B,MondrianB,novice 0
b_3,6,Paintings/MonA1.jpeg,0,10,10,tomorrow,1.2906999588,6,0,5,5,6,3.342,6,0,8,8,3,3.116,0,"[0.4, 0]","[-0.4, 0]",Paintings/MonA1new.jpeg,0,2,2,4,6.345,0,Mondrian,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,1,MonA1.,A,MondrianA,novice 0
b_3,20,Paintings/Rothkob3.jpeg,0,11,11,tomorrow,2.26670408249,20,0,17,17,3,2.238,20,0,1,1,7,3.837,10,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob2new3.jpeg,0,12,12,6,2.618,10,Rothko,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,3,Rothkob3.,B,RothkoB,novice 0
b_3,5,Paintings/Clifa3.jpeg,0,12,12,in a year,1.6223449707,5,0,2,2,2,3.273,5,0,2,2,7,4.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,3,Clifa3.,A,StillA,novice 0
b_3,19,Paintings/Rothkob2.jpeg,0,13,13,tomorrow,3.32949495316,19,0,12,12,6,2.581,19,0,17,17,6,3.411,9,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob3new2.jpeg,0,10,10,3,5.721,9,Rothko,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,2,Rothkob2.,B,RothkoB,novice 0
b_3,0,Paintings/Clifb1.jpeg,0,14,14,in a year,1.86025094986,0,0,20,20,3,2.479,0,0,0,0,2,10.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,1,Clifb1.,B,StillB,novice 0
b_3,16,Paintings/Rothkoa2.jpeg,0,15,15,in a year,1.90149784088,16,0,14,14,6,4.247,16,0,16,16,6,3.742,6,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkoa2new.jpeg,0,5,5,5,6.91,6,Rothko,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,2,Rothkoa2.,A,RothkoA,novice 0
b_3,8,Paintings/MonA3.jpeg,0,16,16,in a year,1.98983502388,8,0,3,3,2,3.01,8,0,5,5,6,4.311,2,"[0.4, 0]","[-0.4, 0]",Paintings/MonA3new.jpeg,0,4,4,7,2.911,2,Mondrian,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,3,MonA3.,A,MondrianA,novice 0
b_3,3,Paintings/Clifa1.jpeg,0,17,17,tomorrow,1.80087399483,3,0,16,16,6,2.846,3,0,3,3,1,2.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,1,Clifa1.,A,StillA,novice 0
b_3,14,Paintings/Closea3.jpeg,0,18,18,tomorrow,1.53334903717,14,0,8,8,1,3.317,14,0,7,7,6,5.586,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,13,13,5,3.121,13,Close,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,0,3,Closea3.,A,CloseA,novice 0
b_3,2,Paintings/Clifb3.jpeg,0,19,19,in a year,2.09546494484,2,0,10,10,4,2.906,2,0,19,19,6,6.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,abstract,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,3,Clifb3.,B,StillB,novice 0
b_3,1,Paintings/Clifb2.jpeg,0,20,20,in a year,3.89899682999,1,0,15,15,5,3.513,1,0,9,9,5,4.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,indeterminate,1,2016-07-14T16:51:00Z,59.9480887751,tryagainsim,novice,10.8945128918,0,13.8469538689,1,2,Clifb2.,B,StillB,novice 0
b_4,18,Paintings/Rothkob1.jpeg,0,0,0,tomorrow,14.6746919155,18,0,2,2,3,12.411,18,0,3,3,4,4.07,8,"[0.4, 0]","[-0.4, 0]",Paintings/Rothkob1new.jpeg,0,12,12,6,8.443,8,Rothko,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,Rothkob1.,B,RothkoB,enthusiast 0
b_4,14,Paintings/Closea3.jpeg,0,1,1,tomorrow,7.27580285072,14,0,11,11,2,3.315,14,0,20,20,7,1.709,13,"[0.4, 0]","[-0.4, 0]",Paintings/Closea2new.jpeg,0,9,9,4,2.617,13,Close,abstract,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,3,Closea3.,A,CloseA,enthusiast 0
b_4,10,Paintings/Monb2.jpeg,0,2,2,tomorrow,5.56368517876,10,0,17,17,3,4.517,10,0,6,6,5,1.481,4,"[0.4, 0]","[-0.4, 0]",Paintings/Monb2new.jpeg,0,4,4,3,4.977,4,Mondrian,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,Monb2.,B,MondrianB,enthusiast 0
b_4,3,Paintings/Clifa1.jpeg,0,3,3,tomorrow,7.80924201012,3,0,8,8,6,7.021,3,0,19,19,2,1.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Still,concrete,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,1,Clifa1.,A,StillA,enthusiast 0
b_4,7,Paintings/MonA2.jpeg,0,4,4,tomorrow,2.82871794701,7,0,4,4,6,8.316,7,0,14,14,6,1.811,1,"[0.4, 0]","[-0.4, 0]",Paintings/MonA2new.jpeg,0,2,2,2,7.822,1,Mondrian,indeterminate,1,2016-07-14T17:10:00Z,59.9995422398,tryagainsim,enthusiast,10.3270831108,0,6.75687599182,0,2,MonA2.,A,MondrianA,enthusiast 0
