X1,HitTitle,AssignmentId,WorkerId,SpatialDistance,Date,DurationSeconds,Painter,Painting,Category,set,Painter_set,painting,distance_numeric
762,2spatdistStillB3,3OONKJ5DKCJ26PYZJ3D0SE2G0MZOBG,A1FBO95OVBYOH1,in another state,2016-06-17,4,Still,B3,Abstract,B,StillB,StillB3,1
763,2spatdistStillB3,3WS1NTTKEYC7GPIWMKXLL3XJHHCF00,A1HGC1W5EWXUYS,around the corner,2016-06-17,7,Still,B3,Abstract,B,StillB,StillB3,0
764,2spatdistStillB3,3OS46CRSLFZRQXQ1OOI6CQAWIEM6VG,A3EBUBRYCKB6AF,in another state,2016-06-17,4,Still,B3,Abstract,B,StillB,StillB3,1
765,2spatdistStillB3,3MTMREQS4VI5SO294B4EEXVWL6DWA5,A3F6SDO4GYBE4Y,in another state,2016-06-17,6,Still,B3,Abstract,B,StillB,StillB3,1
766,2spatdistStillB3,36U2A8VAG1ZFT66VV3ZRT8J81Q7YKL,A2HOUSKURBF8UA,around the corner,2016-06-17,8,Still,B3,Abstract,B,StillB,StillB3,0
767,2spatdistStillB3,3L4D84MILZSYWRAO3IVR6TOSW5VHJ7,A2NJ7N8INZOB00,in another state,2016-06-17,5,Still,B3,Abstract,B,StillB,StillB3,1
768,2spatdistStillB3,3GD6L00D3SXDTOVV4Q5YUY02JAU1MW,AL83KKXUORS9Y,in another state,2016-06-17,8,Still,B3,Abstract,B,StillB,StillB3,1
769,2spatdistStillB3,3YW4XOSQKQLW6W04DSWKL8HWWWX1UO,A1A67ONSHK22L3,around the corner,2016-06-17,4,Still,B3,Abstract,B,StillB,StillB3,0
770,2spatdistStillB3,3KKG4CDWKIYFE39K2ZKVNA1LVVX49D,A1JVUD5XUB9H48,around the corner,2016-06-17,15,Still,B3,Abstract,B,StillB,StillB3,0
771,2spatdistStillB3,3ZV9H2YQQD75833OVWP4RPHQFWLW39,A2S8ZTPKX3B928,around the corner,2016-06-17,13,Still,B3,Abstract,B,StillB,StillB3,0
772,2spatdistStillB3,320DUZ38G7MKWVFDJCD9LTCRH5HJG9,A1GYO6CJMVA9ZA,around the corner,2016-06-17,13,Still,B3,Abstract,B,StillB,StillB3,0
773,2spatdistStillB3,3GD6L00D3SXDTOVV4Q5YUY02JATM1G,A1DQGASPACYYJX,in another state,2016-06-17,5,Still,B3,Abstract,B,StillB,StillB3,1
774,2spatdistStillB3,3GDTJDAPVUBV4OFG3BED98NAXGZM80,A10GZ0SWBZIRBK,in another state,2016-06-17,8,Still,B3,Abstract,B,StillB,StillB3,1
775,2spatdistStillB3,3GFK2QRXX9H8MIQS9FDX6MFATSCW5Z,A3579N2TITA69M,around the corner,2016-06-17,18,Still,B3,Abstract,B,StillB,StillB3,0
776,2spatdistStillB3,34S9DKFK73PG1CRYSGR7L00CVLCYNQ,A273DS7TQWR9M1,in another state,2016-06-17,22,Still,B3,Abstract,B,StillB,StillB3,1
777,2spatdistStillB3,3LOZAJ85YDDVCLCV117LAYQ5IKRX2S,A2YFPO0N4GIS25,around the corner,2016-06-17,4,Still,B3,Abstract,B,StillB,StillB3,0
778,2spatdistStillB3,3G5F9DBFOPX7NMAIK79A9HZMRS2HVS,A1K0TVLS8JVI8F,around the corner,2016-06-17,6,Still,B3,Abstract,B,StillB,StillB3,0
779,2spatdistStillB3,3WR9XG3T63BB0KLRN2MB9EAF059471,A22T69YW4WUANF,in another state,2016-06-17,15,Still,B3,Abstract,B,StillB,StillB3,1
780,2spatdistStillB3,3WYP994K17R8URL6TZ5QJPEQ0VO6YP,A3RYI5HXC2MJLN,around the corner,2016-06-17,24,Still,B3,Abstract,B,StillB,StillB3,0
781,2spatdistStillB3,3BWI6RSP7G9TSMIKC8YOI0M6DU37EA,A67VHTTJX3A1D,in another state,2016-06-17,9,Still,B3,Abstract,B,StillB,StillB3,1
782,2spatdistStillB3,35K3O9HUABD67FXQURW06SZNBIMFEM,A1KEA2Z47S3UPI,around the corner,2016-06-17,21,Still,B3,Abstract,B,StillB,StillB3,0
783,2spatdistStillB3,3OS4RQUCR9F80CL6K0UA5KT28L9FBM,A3IF0U05706TE5,around the corner,2016-06-17,22,Still,B3,Abstract,B,StillB,StillB3,0
784,2spatdistStillB3,3IGI0VL647K47YNWMTI9J92AHBDON5,A110KENBXU7SUJ,in another state,2016-06-17,22,Still,B3,Abstract,B,StillB,StillB3,1
785,2spatdistStillB3,3L6L49WXW0XWDG78Z97EBUWJ9ZE45M,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,36,Still,B3,Abstract,B,StillB,StillB3,1
786,2spatdistStillB3,3EJPLAJKEMG8ZHVBPL79XWNS6PS6ZG,A3B7TNVOISSZ2O,in another state,2016-06-17,5,Still,B3,Abstract,B,StillB,StillB3,1
787,2spatdistStillB3,35DR22AR5DKKX38E51LQT8VXOYRX33,A2U2HC38IZKZFC,around the corner,2016-06-17,17,Still,B3,Abstract,B,StillB,StillB3,0
788,2spatdistStillB3,34X6J5FLPTYB9K9RM8ILF7GTNSQJQ4,A19F0UPKU4IT2P,around the corner,2016-06-17,7,Still,B3,Abstract,B,StillB,StillB3,0
789,2spatdistStillB3,3TVRFO09GKF1D7Y3B7PQPUPEOKILX5,A10CLUSRQDKJBH,in another state,2016-06-17,18,Still,B3,Abstract,B,StillB,StillB3,1
790,2spatdistStillB3,3MB8LZR5BFTVT7ZWCOA1Z0HCSB4KLG,AF8UNUWWF7RPW,in another state,2016-06-17,23,Still,B3,Abstract,B,StillB,StillB3,1
791,2spatdistStillB3,31UV0MXWNQCQLN6NKY9I5V62EHFI5F,A3F23C3ABMM0W0,in another state,2016-06-17,12,Still,B3,Abstract,B,StillB,StillB3,1
792,2spatdistStillB3,3UXUOQ9OKEXQ2918W3W2MHWFSF5A7I,A3SHP9IPZ2FLOX,around the corner,2016-06-17,12,Still,B3,Abstract,B,StillB,StillB3,0
793,2spatdistStillB3,3N2BF7Y2VQUOXZG96F8JMLG90ZPMHF,A2TOWO0Q1ZJF4H,in another state,2016-06-17,43,Still,B3,Abstract,B,StillB,StillB3,1
794,2spatdistStillB3,3J4Q2Z4UTY3XF49QT7104XA1POZQW6,A2MCG5W6LHSRG9,in another state,2016-06-17,73,Still,B3,Abstract,B,StillB,StillB3,1
795,2spatdistStillB3,3RXPCZQMQPBD1EZ9TN73HTG5NOIG13,AJXIC6Q5EM76P,around the corner,2016-06-17,6,Still,B3,Abstract,B,StillB,StillB3,0
796,2spatdistStillB3,3IAEQB9FMEK3QV5LOLVG4Y3269AWD7,A21I4DTJGWJYQJ,in another state,2016-06-17,84,Still,B3,Abstract,B,StillB,StillB3,1
797,2spatdistStillB3,3TE22NPXPBCEHX38L4O462Q593J44H,A365SN61J4UNGR,in another state,2016-06-17,81,Still,B3,Abstract,B,StillB,StillB3,1
798,2spatdistStillB3,36DSNE9QZ5Y8O8WB7VQHQ2LT8R8OJ1,A1WRYUFOYFF8QO,in another state,2016-06-17,78,Still,B3,Abstract,B,StillB,StillB3,1
799,2spatdistStillB3,3YZ8UPK3VTMGTZA2TPL4240N0TNUC6,A2Q0G312LESWK7,in another state,2016-06-17,61,Still,B3,Abstract,B,StillB,StillB3,1
800,2spatdistStillB3,3CFJTT4SXTQ58RK68ROF3FKY5NA7IJ,A3G0T5Y7OSC76S,around the corner,2016-06-17,181,Still,B3,Abstract,B,StillB,StillB3,0
801,2spatdistStillA2,3IHR8NYAM7106QPRJOGS90100ZE4P7,A1FBO95OVBYOH1,in another state,2016-06-17,6,Still,A2,Indeterminate,A,StillA,StillA2,1
802,2spatdistStillA2,3RWE2M8QWHAJ4HVDK8GYT86SJ8Y0NS,A1AQK667NBERJ1,in another state,2016-06-17,4,Still,A2,Indeterminate,A,StillA,StillA2,1
803,2spatdistStillA2,3DH6GAKTYYPAI15HV421GN7L5ZJZY7,A12R2U6TBB3OOG,in another state,2016-06-17,25,Still,A2,Indeterminate,A,StillA,StillA2,1
804,2spatdistStillA2,32Z9ZLUT1LKCX21LJVNWEP5EVZ4HOP,A3F6SDO4GYBE4Y,around the corner,2016-06-17,31,Still,A2,Indeterminate,A,StillA,StillA2,0
805,2spatdistStillA2,3CFJTT4SXTQ58RK68ROF3FKY5N9I7T,A2ALWT2BUSXD83,in another state,2016-06-17,14,Still,A2,Indeterminate,A,StillA,StillA2,1
806,2spatdistStillA2,30JNVC0OR9KFIEE1Y8F03U0EA0MHQX,A2HOUSKURBF8UA,in another state,2016-06-17,34,Still,A2,Indeterminate,A,StillA,StillA2,1
807,2spatdistStillA2,3LUY3GC63Z0XPD7ALMEZCCLAR13P7B,A3SHP9IPZ2FLOX,in another state,2016-06-17,25,Still,A2,Indeterminate,A,StillA,StillA2,1
808,2spatdistStillA2,320DUZ38G7MKWVFDJCD9LTCRH5GJG8,A1A67ONSHK22L3,in another state,2016-06-17,3,Still,A2,Indeterminate,A,StillA,StillA2,1
809,2spatdistStillA2,30H4UDGLT2IGAGEXPSGOVUI0MQZMPK,A1HGC1W5EWXUYS,around the corner,2016-06-17,39,Still,A2,Indeterminate,A,StillA,StillA2,0
810,2spatdistStillA2,3OVR4I9USPJL62Q6J1VH95RA5V04QY,A19F0UPKU4IT2P,around the corner,2016-06-17,20,Still,A2,Indeterminate,A,StillA,StillA2,0
811,2spatdistStillA2,3RXPCZQMQPBD1EZ9TN73HTG5NOHG12,A2S8ZTPKX3B928,in another state,2016-06-17,7,Still,A2,Indeterminate,A,StillA,StillA2,1
812,2spatdistStillA2,3C2NJ6JBKAHQ0RYRZVKCCWZ7G6HN2Y,A12SMSQ6D5227J,around the corner,2016-06-17,27,Still,A2,Indeterminate,A,StillA,StillA2,0
813,2spatdistStillA2,3TXWC2NHNZQYGOBVS0GDLDHR9BZS97,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,38,Still,A2,Indeterminate,A,StillA,StillA2,1
814,2spatdistStillA2,3KOPY89HM82J2J3POX6P2ZNID0D3JM,A3EBUBRYCKB6AF,around the corner,2016-06-17,6,Still,A2,Indeterminate,A,StillA,StillA2,0
815,2spatdistStillA2,3G5W44VEU7IF7FLV1XDLM8C4WUHKG9,A3579N2TITA69M,in another state,2016-06-17,49,Still,A2,Indeterminate,A,StillA,StillA2,1
816,2spatdistStillA2,3R2PKQ87NW8OTURTCXQ4MXHO0C4IM4,A2TOWO0Q1ZJF4H,in another state,2016-06-17,25,Still,A2,Indeterminate,A,StillA,StillA2,1
817,2spatdistStillA2,3QJOXOW4XJRCDPP7GE0D1IJW8JYEMS,A1K0TVLS8JVI8F,in another state,2016-06-17,12,Still,A2,Indeterminate,A,StillA,StillA2,1
818,2spatdistStillA2,34HJIJKLP5WDBAMN50PRFSQIMNFV4J,A26E77XIH47IT6,around the corner,2016-06-17,18,Still,A2,Indeterminate,A,StillA,StillA2,0
819,2spatdistStillA2,3UWN2HHPUY5J5QFPTAZI3ECBE0GSN6,A1KEA2Z47S3UPI,around the corner,2016-06-17,24,Still,A2,Indeterminate,A,StillA,StillA2,0
820,2spatdistStillA2,3OE22WJIGIOKN0KLY7MZM9P448OQU7,A1DQGASPACYYJX,in another state,2016-06-17,5,Still,A2,Indeterminate,A,StillA,StillA2,1
821,2spatdistStillA2,3QBD8R3Z21JILQDQ4O3DK0WAQUIO4A,A1EGJ0KJG2QFB4,in another state,2016-06-17,19,Still,A2,Indeterminate,A,StillA,StillA2,1
822,2spatdistStillA2,3XCC1ODXDLBS78S4UDRUHY2KX9KQR3,AF8UNUWWF7RPW,in another state,2016-06-17,11,Still,A2,Indeterminate,A,StillA,StillA2,1
823,2spatdistStillA2,3LQ8PUHQFLS21GQIL0ARUS9SJQ6HIV,AJXIC6Q5EM76P,around the corner,2016-06-17,10,Still,A2,Indeterminate,A,StillA,StillA2,0
824,2spatdistStillA2,3F6HPJW4JD0GNL75RWBZ8FCY9IL2W4,A2YFPO0N4GIS25,around the corner,2016-06-17,44,Still,A2,Indeterminate,A,StillA,StillA2,0
825,2spatdistStillA2,354P56DE9K3U25N2D3IT7HQLELBS7V,A37IDH6SRRZ247,in another state,2016-06-17,49,Still,A2,Indeterminate,A,StillA,StillA2,1
826,2spatdistStillA2,38JBBYETQOAW9Z01AA0HFO2WMSCE4W,A273DS7TQWR9M1,in another state,2016-06-17,46,Still,A2,Indeterminate,A,StillA,StillA2,1
827,2spatdistStillA2,3RYC5T2D73T77WRPU0C5HTCASDXRPC,A1WRYUFOYFF8QO,around the corner,2016-06-17,75,Still,A2,Indeterminate,A,StillA,StillA2,0
828,2spatdistStillA2,3ZWFC4W1UU7VGJ2VGXG05ZY6Q7CFRZ,A110KENBXU7SUJ,around the corner,2016-06-17,25,Still,A2,Indeterminate,A,StillA,StillA2,0
829,2spatdistStillA2,3TUI152ZZBN4E3TNWJCFB7K7TBQQ17,A22T69YW4WUANF,in another state,2016-06-17,31,Still,A2,Indeterminate,A,StillA,StillA2,1
830,2spatdistStillA2,336YQZE83VECH6WE5D7AXODJVQYM5Y,A3RYI5HXC2MJLN,in another state,2016-06-17,40,Still,A2,Indeterminate,A,StillA,StillA2,1
831,2spatdistStillA2,30H4UDGLT2IGAGEXPSGOVUI0MQ0PMO,A2U2HC38IZKZFC,around the corner,2016-06-17,11,Still,A2,Indeterminate,A,StillA,StillA2,0
832,2spatdistStillA2,3EKVH9QMEY4HEF7EA169GRND22G2DW,A3IF0U05706TE5,around the corner,2016-06-17,8,Still,A2,Indeterminate,A,StillA,StillA2,0
833,2spatdistStillA2,3L6L49WXW0XWDG78Z97EBUWJ9ZE54N,A3RHGIM99R25Q9,in another state,2016-06-17,27,Still,A2,Indeterminate,A,StillA,StillA2,1
834,2spatdistStillA2,3NGMS9VZTLIYDTXMP2G6OAKNNJ0FF3,A2MCG5W6LHSRG9,in another state,2016-06-17,136,Still,A2,Indeterminate,A,StillA,StillA2,1
835,2spatdistStillA2,3GLB5JMZFXV7T9FL9GRYIVHECLKDGP,A21I4DTJGWJYQJ,around the corner,2016-06-17,126,Still,A2,Indeterminate,A,StillA,StillA2,0
836,2spatdistStillA2,3WJ1OXY92AGU2N6R68O80HSA3ZA8A2,A365SN61J4UNGR,in another state,2016-06-17,91,Still,A2,Indeterminate,A,StillA,StillA2,1
837,2spatdistStillA2,36DSNE9QZ5Y8O8WB7VQHQ2LT8R7JOV,A3GLUDQZGEJL5G,in another state,2016-06-17,125,Still,A2,Indeterminate,A,StillA,StillA2,1
838,2spatdistStillA2,36U2A8VAG1ZFT66VV3ZRT8J81Q8KY8,A39NM64GEBACDE,around the corner,2016-06-17,24,Still,A2,Indeterminate,A,StillA,StillA2,0
839,2spatdistStillA2,3Q5C1WP23M1FLHAPCROCDWPGXF4156,AKSJ3C5O3V9RB,in another state,2016-06-17,131,Still,A2,Indeterminate,A,StillA,StillA2,1
840,2spatdistStillA2,3H7XDTSHKCR62FFCQBWOAJ6ZJ1QGW1,A2TCIHHKLL8LQC,around the corner,2016-06-17,140,Still,A2,Indeterminate,A,StillA,StillA2,0
