X1,HitTitle,AssignmentId,WorkerId,SpatialDistance,Date,DurationSeconds,Painter,Painting,Category,set,Painter_set,painting,distance_numeric
145,2spatdistRkB2,3BC8WZX3V3WSJ9747SGUMOCRF6HRRC,AF4SO6NQC84U4,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
146,2spatdistRkB2,3MX2NQ3YC9UNBIVIJK9J85TJO5DX50,A3S1O6HWXTKOSM,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
147,2spatdistRkB2,3RWE2M8QWHAJ4HVDK8GYT86U5JSN0L,APXNY64HXO08K,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
148,2spatdistRkB2,3WR9XG3T63BB0KLRN2MB9EAHMG374A,AYPOAY43REHC8,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
149,2spatdistRkB2,3QILPRALQ5V1M60GFCTDMNCCOH4N88,AKY00Z7IB63UV,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
150,2spatdistRkB2,3LBXNTKX0RV6C5XUMAM0KLYLA1WX9R,A1GV0UZU0T2ORS,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
151,2spatdistRkB2,3YZ8UPK3VTMGTZA2TPL4240PM4IUCD,A20BMZQJS92QY2,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
152,2spatdistRkB2,3OVR4I9USPJL62Q6J1VH95RCR6W4Q6,A3K43RI91Y567E,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
153,2spatdistRkB2,37QW5D2ZRGMY2JSLN8AZLHMIBGCS8P,AQF6BA3IZCV2L,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
154,2spatdistRkB2,35DR22AR5DKKX38E51LQT8VZA9MX3A,A1EOEW79FA078Z,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
155,2spatdistRkB2,3EJJQNKU9R5FUFT1BN408KALSXJHR5,A3G0T5Y7OSC76S,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
156,2spatdistRkB2,3U5JL4WY5K95FZRI5FQ93DN5O9IX4V,A209H73TTW9F87,in another state,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,1
157,2spatdistRkB2,37FMASSAYCRSA3NWL80V8H6WAOVIBM,A2BPBFN87X32NO,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
158,2spatdistRkB2,3E4GGUZ1T8RPSLDO2ISWK4I58M82KG,A278NFL4DYN322,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
159,2spatdistRkB2,32SCWG5HIH4ELDT52C976YLGI1FP6K,A1GB9IFYY2P7DR,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
160,2spatdistRkB2,3OCHAWUVGOKQT1GLQ7DPAUC1LV9XKM,A2AWBDW9V1E9KT,around the corner,NA,NA,Rothko,B2,Indeterminate,B,RothkoB,RothkoB2,0
161,2spatdistmonA2,33JKGHPFYCUG7V2K9D3WR5D5MBUNML,A1FBO95OVBYOH1,around the corner,2016-06-17,4,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
162,2spatdistmonA2,345LHZDEDXSSGZEJ0WA391WTUG73UE,A3EBUBRYCKB6AF,around the corner,2016-06-17,8,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
163,2spatdistmonA2,3FPRZHYEPY7STE3J5MK85NYC8NG3V3,A1AQK667NBERJ1,around the corner,2016-06-17,3,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
164,2spatdistmonA2,3DOCMVPBTNEMPDNKLEIW4K25R14NNL,A3F6SDO4GYBE4Y,in another state,2016-06-17,8,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
165,2spatdistmonA2,3ZV9H2YQQD75833OVWP4RPHQFWI3WD,A1EGJ0KJG2QFB4,in another state,2016-06-17,4,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
166,2spatdistmonA2,3F1567XTNW5M38WI0WR8QD2QRNAQ9C,A2MCG5W6LHSRG9,in another state,2016-06-17,13,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
167,2spatdistmonA2,3PXX5PX6LXYD4L4Y9K8IRJIBB5RABZ,A19TL7AJ0FB1JG,around the corner,2016-06-17,5,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
168,2spatdistmonA2,3IGI0VL647K47YNWMTI9J92AHB9NO0,A1KEA2Z47S3UPI,around the corner,2016-06-17,13,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
169,2spatdistmonA2,3PQ8K71NHXK8LBZ6368MW8Y5TN6AA4,A16KDMZ7CEDHNV,in another state,2016-06-17,14,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
170,2spatdistmonA2,3G0WWMR1UVK7SA0C16AD8EXAWCRNQ8,A2YFPO0N4GIS25,around the corner,2016-06-17,3,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
171,2spatdistmonA2,3M1CVSFP60508R6NS258M8DAX5SQAR,A5LLSZG8YCAZF,around the corner,2016-06-17,7,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
172,2spatdistmonA2,33PPO7FECVFLP0LGZ4R137UURY8IDI,A3RYI5HXC2MJLN,in another state,2016-06-17,10,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
173,2spatdistmonA2,3WYP994K17R8URL6TZ5QJPEQ0VJY6C,A3D6DQGF78M17W,around the corner,2016-06-17,14,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
174,2spatdistmonA2,3UN61F00HWP3EM96AL3RJN7T1DU5R2,A3G0T5Y7OSC76S,in another state,2016-06-17,20,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
175,2spatdistmonA2,34FNN24DCM9CBNLSOGVLRJ0Q408Y5W,A2HOUSKURBF8UA,around the corner,2016-06-17,31,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
176,2spatdistmonA2,3TXMY6UCAEOO163LCG1ZS33YX8DQCT,A1EQ2HDHF2WWSY,around the corner,2016-06-17,6,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
177,2spatdistmonA2,3LEP4MGT3G0B2S7ATUZKHKQHW8ODB4,A36Z98CBRZQ2AA,around the corner,2016-06-17,11,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
178,2spatdistmonA2,32M8BPYGATMO1KV71US99SXR4QOIGS,A3F0NFNLOLFJT0,around the corner,2016-06-17,6,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
179,2spatdistmonA2,3ZWFC4W1UU7VGJ2VGXG05ZY6Q77FRU,A2TOWO0Q1ZJF4H,around the corner,2016-06-17,15,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
180,2spatdistmonA2,31IBVUNM9SZN9QJCPHLA6WN9BDKFVN,AJ34WB9Z37ILU,around the corner,2016-06-17,7,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
181,2spatdistmonA2,3PQMUDRV7R62XB12RISCU4A7J3GIIK,A6UIUV1C3DDMC,around the corner,2016-06-17,20,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
182,2spatdistmonA2,33LK57MYLT5DMFT8WYACY1JKOEKSZJ,A1WRYUFOYFF8QO,around the corner,2016-06-17,64,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
183,2spatdistmonA2,3Q5C1WP23M1FLHAPCROCDWPGXF0152,A2ALWT2BUSXD83,in another state,2016-06-17,5,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
184,2spatdistmonA2,3COPXFW7XBCLKSEU4G38GHQWXL0KP9,A365SN61J4UNGR,in another state,2016-06-17,66,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
185,2spatdistmonA2,3WLEIWSYHOHYQVCGWXPZ7C2BUU42H0,AKCWM67596FUZ,around the corner,2016-06-17,22,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
186,2spatdistmonA2,3HFNH7HEMHE1IIJQE2XIIUODV05QG3,A3GLUDQZGEJL5G,around the corner,2016-06-17,23,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
187,2spatdistmonA2,36ZN444YTRYCTXC5PD5HE16TVCFIOF,A1SXSNMYZCHT0,in another state,2016-06-17,7,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
188,2spatdistmonA2,3VE8AYVF8MXPYENZHOA0EI310FK8FC,A3K43RI91Y567E,around the corner,2016-06-17,13,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
189,2spatdistmonA2,3JNQLM5FT4M0CRV6NI4XZ4VIBBD2L7,A2MIOF3QNY3Y70,around the corner,2016-06-17,25,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
190,2spatdistmonA2,3M0NZ3JDP1YCGDVXK2X45Q9SAUD5ZV,A27PVIL93ZMY46,around the corner,2016-06-17,25,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
191,2spatdistmonA2,3F6HPJW4JD0GNL75RWBZ8FCY9IHW2U,A39YBLQYIUBR76,around the corner,2016-06-17,14,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
192,2spatdistmonA2,3M1CVSFP60508R6NS258M8DAX5SAQB,A1DQGASPACYYJX,around the corner,2016-06-17,25,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
193,2spatdistmonA2,3JZQSN0I3QA4RTTH0MMO6VKZOYWGFZ,A12R2U6TBB3OOG,around the corner,2016-06-17,13,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
194,2spatdistmonA2,3DY4FPOOA1OKCGOLGCL4NL1SE1VVRY,A273DS7TQWR9M1,around the corner,2016-06-17,80,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
195,2spatdistmonA2,3VSOLARPKB9UW7QG2LFCD59FHVX93T,A1CIIX0CB0GR7H,around the corner,2016-06-17,14,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
196,2spatdistmonA2,33SA9F9TRXU8I1JLKG60AGLN6L7WEW,A130X6CF795CQ5,in another state,2016-06-17,31,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
197,2spatdistmonA2,3UJ1CZ6IZHPFF19JPA3W9XCPNFDS5D,A31J9CLIOT9626,in another state,2016-06-17,16,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
198,2spatdistmonA2,37FMASSAYCRSA3NWL80V8H6UODWIBB,A1HGC1W5EWXUYS,around the corner,2016-06-17,200,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
199,2spatdistmonA2,34PGFRQONOBGTH5DYHHR7WYFBT4JW5,AQHTKND3XM8V6,in another state,2016-06-17,12,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,1
200,2spatdistmonA2,333U7HK6I9FHKB5MHMC1F89U4DYDJQ,A3N0QZ9ZKUCTCQ,around the corner,2016-06-17,242,Mondrian,A2,Indeterminate,A,MondrianA,MondrianA2,0
201,2spatdistCloseA1,3G2UL9A02DEPF7P56QFQ6CUVI7967U,A3LA5P3N3KI8U7,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
202,2spatdistCloseA1,3CN4LGXD5XOUF4HSABCBMRUEQFBY41,A1FBO95OVBYOH1,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
203,2spatdistCloseA1,3PW9OPU9PQKNMKR2U8MEFPM6ZG712B,A18TCR555RWUZV,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
204,2spatdistCloseA1,3E1QT0TDFP9985PPIWGLHFGV2IA8ID,A1EQ2HDHF2WWSY,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
205,2spatdistCloseA1,3A1COHJ8NJV9CAE5CEY0H3FG25V8HK,A14I3K8UN3612X,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
206,2spatdistCloseA1,3VAR3R6G1P1J4R0SGRTQ1CCHER98O8,A12SMSQ6D5227J,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
207,2spatdistCloseA1,3137ONMDKG5CLFTL5B2IODZ1Y8GEGQ,AUVC78LEL0T6L,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
208,2spatdistCloseA1,3F6HPJW4JD0GNL75RWBZ8FC0VTFW24,A32QJF67JMJFKX,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
209,2spatdistCloseA1,3GLB5JMZFXV7T9FL9GRYIVHGYWFGDZ,ANZKTE853UXSD,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
210,2spatdistCloseA1,32ZKVD547FNDK05D05T84B47R6Y3B7,A2AAY4VT9L71SY,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
211,2spatdistCloseA1,37C0GNLMHF35WGQFX3IC644R4IC6DN,A10GZ0SWBZIRBK,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
212,2spatdistCloseA1,30BUDKLTXDVE5I41OFJRKG8C8Z2E58,A3GLUDQZGEJL5G,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
213,2spatdistCloseA1,3BWI6RSP7G9TSMIKC8YOI0M8Z5XE7N,A39P7J60DY4WLU,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
214,2spatdistCloseA1,3Q5C1WP23M1FLHAPCROCDWPIJQY15C,A25YG9M911WA3T,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
215,2spatdistCloseA1,33CID57104TPX9RPRII2IE0C30C3LU,A17MFEPFEPG9U8,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
216,2spatdistCloseA1,3SKEMFQBZ350E0FDIZ1XUVV8UMZ8KO,A1489QNXV5IM6O,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
217,2spatdistCloseA1,3OLQQLKKNSPMCHJMDHNLLQRHQ0XEJU,A2WUQGSG1LUJG0,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
218,2spatdistCloseA1,33FOTY3KEML0K2J4R1BKR2VSB7K1CK,A2O7H7VXLFN6BP,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
219,2spatdistCloseA1,3ZV9H2YQQD75833OVWP4RPHS17FW3F,A273DS7TQWR9M1,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
220,2spatdistCloseA1,3K4J6M3CXET9V2C9P60WSU9ADTIGAX,A2KPT0PEUEXCC4,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
221,2spatdistCloseA1,3CFVK00FWLLOUSE7AKG0PHCWDRE6L3,AYD2LKV6C5F2S,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
222,2spatdistCloseA1,38YMOXR4MUZ45MQ6EYN2YSTCBYHW6L,A28AX4H70DPKKK,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
223,2spatdistCloseA1,3OS4RQUCR9F80CL6K0UA5KT4UW3BFO,AKSJ3C5O3V9RB,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
224,2spatdistCloseA1,379J5II41OGS777MG2ZY1549UP2ELW,A3PRZRK9IC5CBI,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
225,2spatdistCloseA1,3DI28L7YXAEFH03INSHFHQVVWJX1ED,AYG3MF094634L,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
226,2spatdistCloseA1,3FPRZHYEPY7STE3J5MK85NYEUYE3VD,AWTGJ45ZWUCHH,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
227,2spatdistCloseA1,3NOKK93PR18E11XUZGCUOAEPLS1EE9,AF4SO6NQC84U4,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
228,2spatdistCloseA1,3OONKJ5DKCJ26PYZJ3D0SE2IMXUBOA,APKZZ03P89DHY,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
229,2spatdistCloseA1,317HQ483I7SUBCCTOY54ZC6QRD9INB,A3GLMBZSG3VU4P,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
230,2spatdistCloseA1,3VELCLL3GKJ7NE3EI31LZ8GV8KC1FV,A2MCG5W6LHSRG9,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
231,2spatdistCloseA1,3PJ71Z61R42YM4C1FH1TPCUK5MH193,A36LOA6VLJU157,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
232,2spatdistCloseA1,3YDTZAI2WXGXPY6PYM5284J4JU341A,A2CNXQG6YYHTDF,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
233,2spatdistCloseA1,3570Y55XZPJARKAC5CECVGRHGKLGY7,A1ZRK6K5JUPJAV,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
234,2spatdistCloseA1,3BDCF01OGXUQDCODG3BS88WPC16YLU,A365SN61J4UNGR,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
235,2spatdistCloseA1,3B3WTRP3DB25BPUXYL17UV4PXSV92S,A1EITLFAMKA61U,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
236,2spatdistCloseA1,3G5W44VEU7IF7FLV1XDLM8C6I5CGKC,A22T69YW4WUANF,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
237,2spatdistCloseA1,3H0W84IWBK23A52ZLMWUNHD80HRERM,A1ZZINLCZZYOH4,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
238,2spatdistCloseA1,3Y5140Z9DXGUEXO64DIW31BLRSAIP7,A209H73TTW9F87,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
239,2spatdistCloseA1,3TYCR1GOTCJQI2YICPDBMF5RIVCLZA,A3UVW94KB9UBAJ,in another state,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,1
240,2spatdistCloseA1,3O7L7BFSHEPQH6ZGVZ2L9PCHDL8EII,A1Z0O5MC9DAE8C,around the corner,NA,NA,Close,A1,Concrete,A,CloseA,CloseA1,0
241,2spatdistStillA3,3ZSY5X72NXBPMWFOF0ZQST7KI81ROV,A3EBUBRYCKB6AF,in another state,2016-06-17,10,Still,A3,Abstract,A,StillA,StillA3,1
242,2spatdistStillA3,3PWWM24LHSY5XKBNTTVTUZ9CRBI28P,A16KDMZ7CEDHNV,around the corner,2016-06-17,8,Still,A3,Abstract,A,StillA,StillA3,0
243,2spatdistStillA3,34QN5IT0TZRY1A89E6RFBBGXUDY80B,A1AQK667NBERJ1,in another state,2016-06-17,3,Still,A3,Abstract,A,StillA,StillA3,1
244,2spatdistStillA3,33PPUNGG3851L0TVH9A78REO2C4ZR5,A3F6SDO4GYBE4Y,in another state,2016-06-17,25,Still,A3,Abstract,A,StillA,StillA3,1
245,2spatdistStillA3,35BLDD71I6XTE7ACQTFH9O3RNIHZVY,A12R2U6TBB3OOG,around the corner,2016-06-17,21,Still,A3,Abstract,A,StillA,StillA3,0
246,2spatdistStillA3,3LUY3GC63Z0XPD7ALMEZCCLAR147PU,A3SHP9IPZ2FLOX,around the corner,2016-06-17,20,Still,A3,Abstract,A,StillA,StillA3,0
247,2spatdistStillA3,392CY0QWG1R8P42N6TQ8030OELJI49,A2ALWT2BUSXD83,around the corner,2016-06-17,12,Still,A3,Abstract,A,StillA,StillA3,0
248,2spatdistStillA3,3IXQG4FA2TYZZ2UTHEUIVO7R5NDB9P,A1A67ONSHK22L3,around the corner,2016-06-17,3,Still,A3,Abstract,A,StillA,StillA3,0
249,2spatdistStillA3,39OWYR0EPKR4DKEHUS8UDVR3TUQFY0,A19F0UPKU4IT2P,in another state,2016-06-17,13,Still,A3,Abstract,A,StillA,StillA3,1
250,2spatdistStillA3,33NF62TLXJ2PYHBW93YOJL4KOMYKJD,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,31,Still,A3,Abstract,A,StillA,StillA3,1
251,2spatdistStillA3,3AMW0RGHOD2MSYZX1TVO8970RG9PNN,A12SMSQ6D5227J,around the corner,2016-06-17,22,Still,A3,Abstract,A,StillA,StillA3,0
252,2spatdistStillA3,3R3YRB5GRF3S0KD49BPDW9AZ0Q2AUK,A1K0TVLS8JVI8F,in another state,2016-06-17,16,Still,A3,Abstract,A,StillA,StillA3,1
253,2spatdistStillA3,36V4Q8R5ZK01ASFCP5VDVZ8ARMLMQB,A1FBO95OVBYOH1,around the corner,2016-06-17,40,Still,A3,Abstract,A,StillA,StillA3,0
254,2spatdistStillA3,3D8YOU6S9EKRDI11JY81G48D47BU6D,A1HGC1W5EWXUYS,around the corner,2016-06-17,44,Still,A3,Abstract,A,StillA,StillA3,0
255,2spatdistStillA3,3B837J3LDOW4KO7HMHGZCYHLFX4RSS,A2HOUSKURBF8UA,in another state,2016-06-17,44,Still,A3,Abstract,A,StillA,StillA3,1
256,2spatdistStillA3,30BUDKLTXDVE5I41OFJRKG8AMO75ES,A273DS7TQWR9M1,in another state,2016-06-17,11,Still,A3,Abstract,A,StillA,StillA3,1
257,2spatdistStillA3,32AT8R96GL9W0GZYQBB4H945MW9SUY,A2S8ZTPKX3B928,in another state,2016-06-17,23,Still,A3,Abstract,A,StillA,StillA3,1
258,2spatdistStillA3,3483FV8BEEJIT6SZ0EYVALDLLGS263,A3579N2TITA69M,in another state,2016-06-17,55,Still,A3,Abstract,A,StillA,StillA3,1
259,2spatdistStillA3,39OWYR0EPKR4DKEHUS8UDVR3TUQYFJ,A1DQGASPACYYJX,in another state,2016-06-17,2,Still,A3,Abstract,A,StillA,StillA3,1
260,2spatdistStillA3,3IO1LGZLK9XTFLUOGV7WKCQO7GK86C,A1WRYUFOYFF8QO,in another state,2016-06-17,32,Still,A3,Abstract,A,StillA,StillA3,1
261,2spatdistStillA3,3ZPBJO59KP1LT5AWTM9G3VTFRLXDHO,A1KEA2Z47S3UPI,in another state,2016-06-17,29,Still,A3,Abstract,A,StillA,StillA3,1
262,2spatdistStillA3,36U2A8VAG1ZFT66VV3ZRT8J81Q7KY7,A2YFPO0N4GIS25,around the corner,2016-06-17,34,Still,A3,Abstract,A,StillA,StillA3,0
263,2spatdistStillA3,32UTUBMZ7GWXW97WKFZEN6WOWFXBV6,A1EGJ0KJG2QFB4,in another state,2016-06-17,16,Still,A3,Abstract,A,StillA,StillA3,1
264,2spatdistStillA3,3RXCAC0YIRPVCEJUS8GIW33D1UNG8M,A2TOWO0Q1ZJF4H,in another state,2016-06-17,36,Still,A3,Abstract,A,StillA,StillA3,1
265,2spatdistStillA3,3TAYZSBPLL8NG4QW7R1YBQ9D35P2SP,A37IDH6SRRZ247,in another state,2016-06-17,46,Still,A3,Abstract,A,StillA,StillA3,1
266,2spatdistStillA3,3NC5L260MOMSJ6AFO5ZWB4T1FKROFY,A10CLUSRQDKJBH,around the corner,2016-06-17,17,Still,A3,Abstract,A,StillA,StillA3,0
267,2spatdistStillA3,3TUI152ZZBN4E3TNWJCFB7K7TBR1QJ,AF8UNUWWF7RPW,around the corner,2016-06-17,18,Still,A3,Abstract,A,StillA,StillA3,0
268,2spatdistStillA3,3NL0RFNU0FNZVZSB6WBKDJF16P9K4N,AJXIC6Q5EM76P,around the corner,2016-06-17,23,Still,A3,Abstract,A,StillA,StillA3,0
269,2spatdistStillA3,3N1FSUEFL50RHTM1EFPX96KBMGC4DU,A3RHGIM99R25Q9,in another state,2016-06-17,24,Still,A3,Abstract,A,StillA,StillA3,1
270,2spatdistStillA3,3GS6S824SQXCC7WYDF9J03FWKDCWNP,A3RYI5HXC2MJLN,in another state,2016-06-17,30,Still,A3,Abstract,A,StillA,StillA3,1
271,2spatdistStillA3,3M0NZ3JDP1YCGDVXK2X45Q9SAUGZ5S,A110KENBXU7SUJ,in another state,2016-06-17,21,Still,A3,Abstract,A,StillA,StillA3,1
272,2spatdistStillA3,3COPXFW7XBCLKSEU4G38GHQWXL5PKJ,A22T69YW4WUANF,in another state,2016-06-17,4,Still,A3,Abstract,A,StillA,StillA3,1
273,2spatdistStillA3,3RGU30DZTA8KO5BZUFB4YYWODRSJMG,A3GLUDQZGEJL5G,around the corner,2016-06-17,92,Still,A3,Abstract,A,StillA,StillA3,0
274,2spatdistStillA3,3NGI5ARFTT5JERS8W6XQB2UXOF4P1F,A26E77XIH47IT6,in another state,2016-06-17,27,Still,A3,Abstract,A,StillA,StillA3,1
275,2spatdistStillA3,3LRLIPTPEQ9EXO8SFXLBQM11YZ4AKN,A2MCG5W6LHSRG9,in another state,2016-06-17,133,Still,A3,Abstract,A,StillA,StillA3,1
276,2spatdistStillA3,3HSYG7LRBJYK91HEROY0K04X3BYKKC,A21I4DTJGWJYQJ,in another state,2016-06-17,124,Still,A3,Abstract,A,StillA,StillA3,1
277,2spatdistStillA3,3ZY8KE4ISJ3K0F9L3XW4IVRNIFXVQ1,A365SN61J4UNGR,in another state,2016-06-17,96,Still,A3,Abstract,A,StillA,StillA3,1
278,2spatdistStillA3,3TPWUS5F891TL3Z7OP05KSLKL9ZCWO,A2Q0G312LESWK7,in another state,2016-06-17,75,Still,A3,Abstract,A,StillA,StillA3,1
279,2spatdistStillA3,3X65QVEQI0NDA9N8KBT3BH44N2ULC3,AKSJ3C5O3V9RB,in another state,2016-06-17,146,Still,A3,Abstract,A,StillA,StillA3,1
280,2spatdistStillA3,3CCZ6YKWR7JXAMDKG435S27ZVRS95N,A2TCIHHKLL8LQC,around the corner,2016-06-17,139,Still,A3,Abstract,A,StillA,StillA3,0
281,2spatdistmonB3,3TYCR1GOTCJQI2YICPDBMF5PWKELZ0,A3J2UG22S8BIW4,around the corner,2016-06-17,3,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
282,2spatdistmonB3,3GLB5JMZFXV7T9FL9GRYIVHECLIGDQ,A3ASF4ZVP6BUGO,around the corner,2016-06-17,5,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
283,2spatdistmonB3,3137ONMDKG5CLFTL5B2IODZZCXJGEJ,A3F6SDO4GYBE4Y,in another state,2016-06-17,6,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
284,2spatdistmonB3,3MTMREQS4VI5SO294B4EEXVWL6BWA3,A2HOUSKURBF8UA,in another state,2016-06-17,6,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
285,2spatdistmonB3,36U2A8VAG1ZFT66VV3ZRT8J81Q5YKJ,A1FBO95OVBYOH1,in another state,2016-06-17,3,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
286,2spatdistmonB3,3UN61F00HWP3EM96AL3RJN7T1DVR5P,A3N0QZ9ZKUCTCQ,in another state,2016-06-17,8,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
287,2spatdistmonB3,31Q0U3WYDPFU8LO80K39BG3COLX71P,A3RYI5HXC2MJLN,in another state,2016-06-17,4,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,1
288,2spatdistmonB3,358UUM7WRZ3I1QNPYEIOH7LPSJQR74,A1SXSNMYZCHT0,around the corner,2016-06-17,4,Mondrian,B3,Abstract,B,MondrianB,MondrianB3,0
